raw_sponsor_name,cleaned_operating_name,parent_company_candidate,mapping_type,review_status,notes,dashboard_sponsor_name,parent_rollup_name_if_approved,recommended_current_use
Resonova (Shanghai) Medtech Limited,Resonova  Medtech Limited,Resonova  Medtech Limited,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Resonova  Medtech Limited,Resonova  Medtech Limited,Use dashboard_sponsor_name
"Respira Therapeutics, Inc.","Respira Therapeutics, Inc.","Respira Therapeutics, Inc.",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"Respira Therapeutics, Inc.","Respira Therapeutics, Inc.",Use dashboard_sponsor_name
Restore Medical Ltd,Restore Medical Ltd,Restore Medical Ltd,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Restore Medical Ltd,Restore Medical Ltd,Use dashboard_sponsor_name
Retension Pharmaceuticals. Inc.,Retension Pharmaceuticals. Inc.,Retension Pharmaceuticals. Inc.,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Retension Pharmaceuticals. Inc.,Retension Pharmaceuticals. Inc.,Use dashboard_sponsor_name
Retinal Care Inc.,Retinal Care Inc.,Retinal Care Inc.,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Retinal Care Inc.,Retinal Care Inc.,Use dashboard_sponsor_name
Retinow Health Technologies and R&D Industry Joint Stock Company,Retinow Health Technologies and R&D Industry Joint Stock Company,Retinow Health Technologies and R&D Industry Joint Stock Company,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Retinow Health Technologies and R&D Industry Joint Stock Company,Retinow Health Technologies and R&D Industry Joint Stock Company,Use dashboard_sponsor_name
Revalesio Corporation,Revalesio Corporation,Revalesio Corporation,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Revalesio Corporation,Revalesio Corporation,Use dashboard_sponsor_name
"Revelation Biosciences, Inc","Revelation Biosciences, Inc","Revelation Biosciences, Inc",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"Revelation Biosciences, Inc","Revelation Biosciences, Inc",Use dashboard_sponsor_name
Revlis Biotech Company Limited,Revlis Biotech Company Limited,Revlis Biotech Company Limited,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Revlis Biotech Company Limited,Revlis Biotech Company Limited,Use dashboard_sponsor_name
Revolo Biotherapeutics,Revolo Biotherapeutics,Revolo Biotherapeutics,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Revolo Biotherapeutics,Revolo Biotherapeutics,Use dashboard_sponsor_name
Rhythm AI Ltd,Rhythm AI Ltd,Rhythm AI Ltd,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Rhythm AI Ltd,Rhythm AI Ltd,Use dashboard_sponsor_name
Rhythm Diagnostic Systems,Rhythm Diagnostic Systems,Rhythm Diagnostic Systems,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Rhythm Diagnostic Systems,Rhythm Diagnostic Systems,Use dashboard_sponsor_name
"Rhythm Pharmaceuticals, Inc.","Rhythm Pharmaceuticals, Inc.","Rhythm Pharmaceuticals, Inc.",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"Rhythm Pharmaceuticals, Inc.","Rhythm Pharmaceuticals, Inc.",Use dashboard_sponsor_name
Richmond Pharmacology Limited,Richmond Pharmacology Limited,Richmond Pharmacology Limited,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Richmond Pharmacology Limited,Richmond Pharmacology Limited,Use dashboard_sponsor_name
Rion Inc.,Rion Inc.,Rion Inc.,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Rion Inc.,Rion Inc.,Use dashboard_sponsor_name
River 2 Renal Corp.,River 2 Renal Corp.,River 2 Renal Corp.,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,River 2 Renal Corp.,River 2 Renal Corp.,Use dashboard_sponsor_name
"RizLab Health, Inc.","RizLab Health, Inc.","RizLab Health, Inc.",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"RizLab Health, Inc.","RizLab Health, Inc.",Use dashboard_sponsor_name
RobotDreams GmbH,RobotDreams GmbH,RobotDreams GmbH,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,RobotDreams GmbH,RobotDreams GmbH,Use dashboard_sponsor_name
Rocket Pharmaceuticals Inc.,Rocket Pharmaceuticals Inc.,Rocket Pharmaceuticals Inc.,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Rocket Pharmaceuticals Inc.,Rocket Pharmaceuticals Inc.,Use dashboard_sponsor_name
"Rohto Pharmaceutical Co., Ltd.","Rohto Pharmaceutical Co., Ltd.","Rohto Pharmaceutical Co., Ltd.",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"Rohto Pharmaceutical Co., Ltd.","Rohto Pharmaceutical Co., Ltd.",Use dashboard_sponsor_name
Rostrum Medical Innovations Inc.,Rostrum Medical Innovations Inc.,Rostrum Medical Innovations Inc.,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Rostrum Medical Innovations Inc.,Rostrum Medical Innovations Inc.,Use dashboard_sponsor_name
"Route 92 Medical, Inc.","Route 92 Medical, Inc.","Route 92 Medical, Inc.",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"Route 92 Medical, Inc.","Route 92 Medical, Inc.",Use dashboard_sponsor_name
S&Ebio Co. Ltd.,S&Ebio Co. Ltd.,S&Ebio Co. Ltd.,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,S&Ebio Co. Ltd.,S&Ebio Co. Ltd.,Use dashboard_sponsor_name
"S.Biomedics Co., Ltd.","S.Biomedics Co., Ltd.","S.Biomedics Co., Ltd.",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"S.Biomedics Co., Ltd.","S.Biomedics Co., Ltd.",Use dashboard_sponsor_name
S.LAB (SOLOWAYS),S.LAB ,S.LAB ,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,S.LAB ,S.LAB ,Use dashboard_sponsor_name
"SB Technology, Inc.","SB Technology, Inc.","SB Technology, Inc.",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"SB Technology, Inc.","SB Technology, Inc.",Use dashboard_sponsor_name
SCBIO Inc.,SCBIO Inc.,SCBIO Inc.,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,SCBIO Inc.,SCBIO Inc.,Use dashboard_sponsor_name
SCF Pharma,SCF Pharma,SCF Pharma,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,SCF Pharma,SCF Pharma,Use dashboard_sponsor_name
"SCRI Development Innovations, LLC","SCRI Development Innovations, LLC","SCRI Development Innovations, LLC",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"SCRI Development Innovations, LLC","SCRI Development Innovations, LLC",Use dashboard_sponsor_name
"SK Chemicals Co., Ltd.","SK Chemicals Co., Ltd.","SK Chemicals Co., Ltd.",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"SK Chemicals Co., Ltd.","SK Chemicals Co., Ltd.",Use dashboard_sponsor_name
"SPH Qingdao Growful Pharmacetical Co.,Ltd","SPH Qingdao Growful Pharmacetical Co.,Ltd","SPH Qingdao Growful Pharmacetical Co.,Ltd",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"SPH Qingdao Growful Pharmacetical Co.,Ltd","SPH Qingdao Growful Pharmacetical Co.,Ltd",Use dashboard_sponsor_name
"SQ Innovation, Inc.","SQ Innovation, Inc.","SQ Innovation, Inc.",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"SQ Innovation, Inc.","SQ Innovation, Inc.",Use dashboard_sponsor_name
Sahajanand Medical Technologies Limited,Sahajanand Medical Technologies Limited,Sahajanand Medical Technologies Limited,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Sahajanand Medical Technologies Limited,Sahajanand Medical Technologies Limited,Use dashboard_sponsor_name
Sahar Abozkaly Mahmoud,Sahar Abozkaly Mahmoud,Sahar Abozkaly Mahmoud,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Sahar Abozkaly Mahmoud,Sahar Abozkaly Mahmoud,Use dashboard_sponsor_name
Saint John of God Intellectual Disability Services - Dublin South East,Saint John of God Intellectual Disability Services - Dublin South East,Saint John of God Intellectual Disability Services - Dublin South East,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Saint John of God Intellectual Disability Services - Dublin South East,Saint John of God Intellectual Disability Services - Dublin South East,Use dashboard_sponsor_name
Salubris Biotherapeutics Inc,Salubris Biotherapeutics Inc,Salubris Biotherapeutics Inc,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Salubris Biotherapeutics Inc,Salubris Biotherapeutics Inc,Use dashboard_sponsor_name
Sam Tyagi,Sam Tyagi,Sam Tyagi,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Sam Tyagi,Sam Tyagi,Use dashboard_sponsor_name
Samar Saad Abdelrahman,Samar Saad Abdelrahman,Samar Saad Abdelrahman,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Samar Saad Abdelrahman,Samar Saad Abdelrahman,Use dashboard_sponsor_name
Samir Saba,Samir Saba,Samir Saba,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Samir Saba,Samir Saba,Use dashboard_sponsor_name
"Samjin Pharmaceutical Co., Ltd.","Samjin Pharmaceutical Co., Ltd.","Samjin Pharmaceutical Co., Ltd.",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"Samjin Pharmaceutical Co., Ltd.","Samjin Pharmaceutical Co., Ltd.",Use dashboard_sponsor_name
"Samsung Bioepis Co., Ltd.","Samsung Bioepis Co., Ltd.","Samsung Bioepis Co., Ltd.",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"Samsung Bioepis Co., Ltd.","Samsung Bioepis Co., Ltd.",Use dashboard_sponsor_name
Sana Biotechnology,Sana Biotechnology,Sana Biotechnology,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Sana Biotechnology,Sana Biotechnology,Use dashboard_sponsor_name
Sangamo Therapeutics,Sangamo Therapeutics,Sangamo Therapeutics,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Sangamo Therapeutics,Sangamo Therapeutics,Use dashboard_sponsor_name
Sanguine Biosciences,Sanguine Biosciences,Sanguine Biosciences,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Sanguine Biosciences,Sanguine Biosciences,Use dashboard_sponsor_name
Sanifit Therapeutics S. A.,Sanifit Therapeutics S. A.,Sanifit Therapeutics S. A.,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Sanifit Therapeutics S. A.,Sanifit Therapeutics S. A.,Use dashboard_sponsor_name
Sanotize Research and Development corp.,Sanotize Research and Development corp.,Sanotize Research and Development corp.,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Sanotize Research and Development corp.,Sanotize Research and Development corp.,Use dashboard_sponsor_name
Santiago Gabriel Miriuka,Santiago Gabriel Miriuka,Santiago Gabriel Miriuka,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Santiago Gabriel Miriuka,Santiago Gabriel Miriuka,Use dashboard_sponsor_name
Santiago Ortega Gutierrez,Santiago Ortega Gutierrez,Santiago Ortega Gutierrez,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Santiago Ortega Gutierrez,Santiago Ortega Gutierrez,Use dashboard_sponsor_name
Sao Thai Duong Joint Stock Company,Sao Thai Duong Joint Stock Company,Sao Thai Duong Joint Stock Company,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Sao Thai Duong Joint Stock Company,Sao Thai Duong Joint Stock Company,Use dashboard_sponsor_name
Sarah Magdy Abdelmohsen,Sarah Magdy Abdelmohsen,Sarah Magdy Abdelmohsen,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Sarah Magdy Abdelmohsen,Sarah Magdy Abdelmohsen,Use dashboard_sponsor_name
Sarah Nabia,Sarah Nabia,Sarah Nabia,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Sarah Nabia,Sarah Nabia,Use dashboard_sponsor_name
Sarah Sabry Hashem,Sarah Sabry Hashem,Sarah Sabry Hashem,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Sarah Sabry Hashem,Sarah Sabry Hashem,Use dashboard_sponsor_name
"Saranas, Inc.","Saranas, Inc.","Saranas, Inc.",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"Saranas, Inc.","Saranas, Inc.",Use dashboard_sponsor_name
Sardocor Corp.,Sardocor Corp.,Sardocor Corp.,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Sardocor Corp.,Sardocor Corp.,Use dashboard_sponsor_name
"Sarepta Therapeutics, Inc.","Sarepta Therapeutics, Inc.","Sarepta Therapeutics, Inc.",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"Sarepta Therapeutics, Inc.","Sarepta Therapeutics, Inc.",Use dashboard_sponsor_name
"Sarfez Pharmaceuticals, Inc.","Sarfez Pharmaceuticals, Inc.","Sarfez Pharmaceuticals, Inc.",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"Sarfez Pharmaceuticals, Inc.","Sarfez Pharmaceuticals, Inc.",Use dashboard_sponsor_name
Saud Al Babtain Cardiac Center,Saud Al Babtain Cardiac Center,Saud Al Babtain Cardiac Center,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Saud Al Babtain Cardiac Center,Saud Al Babtain Cardiac Center,Use dashboard_sponsor_name
Savara Inc.,Savara Inc.,Savara Inc.,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Savara Inc.,Savara Inc.,Use dashboard_sponsor_name
"Schrödinger, Inc.","Schrödinger, Inc.","Schrödinger, Inc.",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"Schrödinger, Inc.","Schrödinger, Inc.",Use dashboard_sponsor_name
SciRhom GmbH,SciRhom GmbH,SciRhom GmbH,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,SciRhom GmbH,SciRhom GmbH,Use dashboard_sponsor_name
"Scilex Pharmaceuticals, Inc.","Scilex Pharmaceuticals, Inc.","Scilex Pharmaceuticals, Inc.",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"Scilex Pharmaceuticals, Inc.","Scilex Pharmaceuticals, Inc.",Use dashboard_sponsor_name
Sciwind Biosciences APAC CO Pty. Ltd.,Sciwind Biosciences APAC CO Pty. Ltd.,Sciwind Biosciences APAC CO Pty. Ltd.,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Sciwind Biosciences APAC CO Pty. Ltd.,Sciwind Biosciences APAC CO Pty. Ltd.,Use dashboard_sponsor_name
Sealantium Medical Ltd.,Sealantium Medical Ltd.,Sealantium Medical Ltd.,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Sealantium Medical Ltd.,Sealantium Medical Ltd.,Use dashboard_sponsor_name
Segeberger Kliniken GmbH,Segeberger Kliniken GmbH,Segeberger Kliniken GmbH,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Segeberger Kliniken GmbH,Segeberger Kliniken GmbH,Use dashboard_sponsor_name
"Seigla Medical, Inc.","Seigla Medical, Inc.","Seigla Medical, Inc.",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"Seigla Medical, Inc.","Seigla Medical, Inc.",Use dashboard_sponsor_name
